statename,statecode,territory,year,mdcdenroll,hmoenroll,percenthmo,gdp,respop,gdpcapita,fmap,numpoor,povrate,payshare,totmdcd,totschip,m_pov120134,m_pov135175,m_abortions,m_allcareeld,m_clinicserv,m_coinsurance,m_community,m_dental,m_drugrebnatl,m_drugrebstate,m_emergency,m_epsdt,m_fedhealthcenter,m_homecommun,m_homecommuneld,m_homehealthserv,m_hospice,m_inpatientdsh,m_inpatientreg,m_interprivate,m_interpublic,m_labrad,m_mdcdcoin,m_mdcdgroup,m_mdcdmco,m_mdcdphp,m_mdcdother,m_mdcrparta,m_mdcrpartb,m_mentaldsh,m_mentalreg,m_nursfacserv,m_otherserv,m_otherprac,m_outpatienthosp,m_personalserv,m_physserv,m_prepaidamb,m_prepaidinp,m_rx,m_primcasemgmt,m_rural,m_steril,m_targetcasemgmt,mb_balance,mc_collections,mt_totnetexp,a_appmmisin,a_appmmisprive,a_dur,a_enrollbrok,a_extrev,a_famplan,a_immigstat,a_mechsysin,a_mechsyspriv,a_mmisdrug,a_mmisin,a_mmispriv,a_nursetrain,a_otherfnclpart,a_outstndelig,a_peerrevorg,a_preadmscreen,a_resrev,a_skilledprof,a_tanfbase,a_tanfsec75,a_tanfsec90,a_tplaor,a_tplrecov,ab_balance,ac_collections,at_totnetexp,c_abortions,c_casemgmt,c_clinicserv,c_dental,c_drugrebnatl,c_drugrebstate,c_famplan,c_homecommun,c_homehealth,c_hospice,c_inpatientdsh,c_inpatientreg,c_mentaldsh,c_mentalreg,c_labrad,c_mepequip,c_medtrans,c_mdcrpay,c_nurscareservices,c_otherprac,c_otherserv,c_outpatienthosp,c_outpatientmental,c_physsurg,c_premover150csoff,c_premover150grosspd,c_premupto150csoff,c_premupto150grosspd,c_rx,c_screenserv,c_therapyserv,c_visionserv,cb_balance,cc_collections,ct_totnetexp,s_abortions,s_admin,s_casemgmt,s_clinicserv,s_dental,s_famplan,s_homecommun,s_homehealth,s_hospice,s_inpatient,s_mental,s_labrad,s_mepequip,s_medtrans,s_nurscareservices,s_otherprac,s_otherserv,s_outpatienthosp,s_outpatientmental,s_outreach,s_physsurg,s_premover150csoff,s_premover150grosspd,s_premupto150csoff,s_premupto150grosspd,s_rx,s_reserved,s_screenserv,s_therapyserv,s_visionserv,sb_balance,sc_collections,st_totnetexp,t_pov120134,t_pov135175,t_abortions,t_allcareeld,t_clinicserv,t_coinsurance,t_community,t_dental,t_drugrebnatl,t_drugrebstate,t_emergency,t_epsdt,t_fedhealthcenter,t_homecommun,t_homecommuneld,t_homehealthserv,t_hospice,t_inpatientdsh,t_inpatientreg,t_interprivate,t_interpublic,t_labrad,t_mdcdcoin,t_mdcdgroup,t_mdcdmco,t_mdcdphp,t_mdcdother,t_mdcrparta,t_mdcrpartb,t_mentaldsh,t_mentalreg,t_nursfacserv,t_otherserv,t_otherprac,t_outpatienthosp,t_personalserv,t_physserv,t_prepaidamb,t_prepaidinp,t_rx,t_primcasemgmt,t_rural,t_steril,t_targetcasemgmt,tt_totnetexp,_merge
Virginia,47,0,1997,522080,306804,0.5876570640514863,211921000000,6829183,31031.67684919265,51.45,858000,0.12716763005780346,3,2353036889,NA,0,0,1937,0,36432173,0,0,10159993,-45240474,0,0,10642491,1646757,178347815,0,8977420,2669192,162033766,340474034,2553260,156014174,14915204,0,1061183,0,0,192120554,12341165,54626436,154417,119252833,400852239,68003225,10341781,106408246,0,177514144,NA,NA,251606388,0,6267935,2673236,3036402,2285887926,-33082466,2252805460,1329257,7108345,0,0,0,0,0,0,0,0,12220,862019,1169249,84624950,0,44447,1940202,849968,2305355,0,0,0,0,0,100246012,-14583,100231429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Washington,48,0,1997,730052,730052,1,178334000000,5674747,31425.894405512703,50.42,529000,0.09224062772449869,3,3428551300,NA,0,0,0,0,222258448,0,0,68692340,-37849309,-477337,0,3211205,0,236909261,0,10270419,4317976,257348624,244043241,10523239,116391036,3855810,0,558496314,0,0,1938003,18936376,44417495,106796160,56806574,520715523,71368899,77286117,82806241,117428254,141814846,NA,NA,204560860,0,1531874,541067,62302007,3207241563,-37083291,3170158272,10011655,3092660,187,0,0,2708256,0,0,168399,0,0,77181,0,222458852,761283,0,45898,605903,18464691,0,0,0,0,0,258394965,-1937,258393028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
West Virginia,49,0,1997,310710,125521,0.40398120433845064,38795000000,1819113,21326.32772125756,72.6,286000,0.16417910447761194,3,1305158833,NA,0,0,0,0,28726509,0,0,18594719,-26109885,0,0,8646050,0,84872941,0,21095862,887651,66177372,178501127,43041317,9663927,5818368,0,2373,0,0,42491133,13858226,23472690,22429182,17551134,240664797,94848668,12758237,61131331,25781342,109963477,NA,NA,136544794,0,19406695,303291,13894263,1275017591,-13684176,1261333415,926539,4407723,0,0,0,0,0,0,0,0,0,2142210,605970,29654691,1057084,1166131,170602,138088,3525094,0,0,0,6333,24953,43825418,0,43825418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Wisconsin,50,0,1997,422870,205523,0.48601934400643226,151549000000,5266213,28777.605463356686,59,422000,0.082421875,3,2802124517,NA,0,0,0,0,54790670,74937822,138331,12140946,-39487078,0,0,3156844,14267165,278992935,0,50197240,3578525,6553665,244581856,87390100,116347187,16724632,0,0,0,0,311024215,14425502,38901867,5414359,36925056,925376532,86754807,37356586,55704635,49915299,28370387,NA,NA,206443711,0,888847,1123826,12702343,2735638812,-55184384,2680454428,1379162,14602770,8011,0,0,0,0,11158211,14038779,0,49874,1826910,1476359,71480348,-87375,1422189,2523416,10526,1780909,0,0,0,0,0,121670089,0,121670089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Wyoming,51,0,1997,48348,0,0,14904000000,489451,30450.443456035435,59.88,66000,0.1346938775510204,3,221597290,NA,0,0,0,0,7843993,0,0,2297766,-2679097,0,0,804034,11651,37755376,0,3817905,197311,104880,28336200,0,36879904,2376762,0,0,0,0,24927,909976,2885678,0,370561,47230067,1828088,740203,7370330,0,16833372,NA,NA,15432068,0,304732,361120,130642,212168449,-1745466,210422983,234485,2593826,195284,0,0,0,0,0,0,0,0,8792,60000,4437954,1494930,1169830,506296,0,468702,0,0,0,1090,3118,11174307,0,11174307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
District of Columbia,52,2,1997,125000,80721,0.645768,50368000000,567736,88717.29113531641,50,113000,0.2189922480620155,3,875519513,NA,0,0,0,0,45142597,0,0,1938037,-6668493,0,0,192315,0,0,0,14934677,0,56341090,252750204,79851642,0,2743412,0,0,0,0,87747221,5243459,7927897,8446232,16974409,202574016,15521851,1170583,40650078,680395,19801198,NA,NA,38635064,0,0,618954,0,893216838,-53618871,839597967,131053,7440850,0,0,0,0,0,0,0,0,0,0,0,26146715,0,1167997,0,0,1024494,0,0,0,3743,6694,35921546,0,35921546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Alabama,1,0,1996,498006,56929,0.11431388376846865,97941000000,4331102,22613.41339917647,69.85,595000,0.13973696571160169,3,2081110747,NA,0,0,32621,0,38371142,0,0,10059364,-35746548,0,0,19583994,15663121,95301442,0,20920689,3229633,346707637,331723859,955802,67055171,29129912,0,762341,0,0,0,13351358,63215537,48180868,20530750,446391851,101625200,9709877,63741750,0,105421418,NA,NA,204635432,0,4143520,2584563,24241431,2051523735,-14867124,2036656611,5507852,3751133,242330,0,0,108961,0,0,2252632,0,185,273294,634736,24243134,3830976,0,934349,0,2674554,0,0,0,0,0,NA,NA,44454136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Alaska,2,0,1996,87550,0,0,26083000000,608569,42859.56070716714,50,54000,0.0821917808219178,3,344188136,NA,0,0,0,0,38779067,0,0,5994540,-3631600,0,0,2441552,0,9943124,0,924826,24380,572928,65422662,3810946,3080332,1331492,0,0,0,0,8812,2060578,3774588,14346562,9273674,48465280,20171825,1035122,29545734,3818430,45934172,NA,NA,21983950,0,189394,2311256,0,331613626,-1768845,329844781,881564,5245855,0,0,0,0,207,331304,397882,0,3256,103231,72478,2974205,0,807783,77278,14906,3433406,0,0,0,0,0,NA,NA,14343355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Arizona,3,0,1996,443302,381485,0.8605533022634683,113138000000,4586940,24665.245239745887,65.85,980000,0.20476389469285416,3,1761651691,NA,0,0,0,0,11590478,0,0,4543419,0,0,0,2999737,0,0,0,553652,0,128859000,75657568,0,167,3864024,0,0,0,0,1298378628,1296336,25194451,0,97193,11649786,40859329,1291790,22107517,82272,28565313,NA,NA,2531369,0,0,1048492,0,1661170521,-2025085,1659145436,10793243,911582,0,0,0,16392,169908,1813597,1816639,0,512903,177813,234994,79884604,0,574382,2847037,243200,2509961,0,0,0,0,0,NA,NA,102506255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Arkansas,4,0,1996,371047,143232,0.38602117791007606,56455000000,2572109,21948.914295622773,73.61,449000,0.17229470452801227,3,1300131774,NA,0,0,0,0,97714768,0,0,8894170,-19942216,0,0,7301824,1905786,34713129,0,13424718,1637723,3594620,179700769,12009927,93324837,10304959,0,0,0,0,3282,14290555,39570647,0,47703342,295433722,66626476,13973445,32380221,58100213,112965471,NA,NA,112275619,0,3715592,837218,17407537,1259868354,-17313333,1242555021,466176,6674385,55353,0,0,0,0,0,0,0,0,1553184,1670109,39865919,1054570,2812311,251711,155286,2978267,0,0,0,10022,29460,NA,NA,57576753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
California,5,0,1996,5415207,1251791,0.2311621697933246,958476000000,32018834,29934.756524862834,50,5472000,0.16938554403343137,3,17684565719,NA,0,0,0,0,107491485,0,3323016,559605266,-223188960,-36333086,0,59847652,247586607,458891007,0,33464927,38957683,1407788747,4464136801,225826159,331928384,179392316,0,1795503,0,0,1421232199,201679413,395940554,0,739256827,2094773163,305007449,134687764,471650655,535180496,942006931,NA,NA,1371120092,0,90702985,0,149259758,16713011793,-317928506,16395083287,39299601,97660985,0,0,0,0,4022081,16953349,11196124,0,227010,515542,0,1004550395,0,0,340,0,114858853,0,0,0,74932,123220,NA,NA,1289482432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Colorado,6,0,1996,259949,206977,0.7962215665380517,116045000000,3919972,29603.527780300472,52.44,412000,0.10648746446110106,3,1420955649,NA,0,0,23420,0,53174589,0,201034,6559792,-17354887,0,0,3664204,10267910,166134415,0,20697273,5280741,96748479,223996909,5188083,18924731,7599309,0,253851,0,0,197575833,1979728,20795336,129043,6952293,303771911,33120331,0,49575618,0,69539724,NA,NA,85118507,0,757978,2205648,2009953,1374891756,-7102420,1367789336,680275,9908000,0,0,0,0,7807,0,0,0,0,495772,296328,37867006,5140,2690473,282855,413489,519168,0,0,0,0,0,NA,NA,53166313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Connecticut,7,0,1996,311884,191188,0.6130099652434879,126744000000,3336685,37985.00607639019,50,392000,0.11733014067644418,3,2666598607,NA,0,0,0,0,29089347,88515665,0,10469323,-30787226,0,0,2789599,0,215786379,0,85174588,0,275627552,230304319,47735244,133200340,5125490,0,0,0,0,215509328,0,36203873,133305448,27241548,838937359,54954303,28448007,79097495,0,47377261,NA,NA,147203907,0,6916,1658752,10552839,2713527656,-117085354,2596442302,595,9758513,198105,0,0,0,0,7511254,0,0,861859,1564001,105691,45855980,0,0,1150519,1146182,2003606,0,0,0,0,0,NA,NA,70156305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Delaware,8,0,1996,73798,57256,0.7758475839453643,28885000000,740977,38982.31659012358,50.33,63000,0.0860655737704918,3,433263205,NA,0,0,6906,0,18786838,0,0,1694666,-4424652,0,0,13962595,272542,19151577,0,12155233,1046103,0,44189449,0,30886227,1397442,0,0,0,0,98406756,1733571,4260437,8613000,9673181,73193517,21982330,875692,13884833,0,10304766,NA,NA,27864707,0,0,646824,0,410564540,-1418997,409145543,0,4079711,0,0,0,0,0,0,0,0,0,267993,0,16728291,0,159676,1374110,0,1505576,0,0,0,1135,1170,NA,NA,24117662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Florida,9,0,1996,1538007,980371,0.6374294785394344,362950000000,14853360,24435.548589679373,55.76,2037000,0.14202049780380674,3,5971407087,NA,0,0,0,0,24923417,63021209,705191,51631949,-110282689,0,0,18860808,0,176465826,0,142674536,55301090,170831097,1017039057,87383233,138630690,33725442,0,529853557,0,0,0,138913594,145399864,169060227,12554515,1124904176,361999616,5392821,338243318,6556408,454653504,NA,NA,631632852,0,32129790,0,56396627,5878601725,-77938285,5800663440,504625,10182040,0,0,0,0,0,0,5629949,0,298715,0,0,139317463,0,4164296,6554973,20321,3650079,0,0,0,147758,273428,NA,NA,170743647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Georgia,10,0,1996,968008,309503,0.31973186172015106,215128000000,7501069,28679.64552785743,61.9,1097000,0.14844384303112315,3,3701694480,NA,0,0,39839,0,71153960,0,0,32901644,-56905277,0,0,26215199,6536443,95267038,0,48947069,9134598,425097802,820915219,4852816,120995015,16536186,0,3499218,0,0,632615,26237778,80365145,0,21318175,651852998,105119033,39998329,256248720,0,458624122,NA,NA,330608722,0,6150221,12979467,65157482,3680479576,-119918104,3560561472,3985804,19634386,0,0,0,0,0,0,5838727,0,0,217520,1561514,100325340,0,2915775,1219640,0,5434302,0,0,0,0,0,NA,NA,141133008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Hawaii,11,0,1996,163000,131025,0.8038343558282208,36959000000,1203755,30703.09157594361,50,142000,0.12116040955631399,3,652253510,NA,0,0,0,0,530634,0,0,1615134,-3720038,0,0,34194,4489694,20214924,0,1708566,305428,0,47656110,0,11606040,2559944,0,0,0,0,319256902,15915292,6963698,0,0,135711830,7961818,1028666,15854993,0,18944294,NA,NA,25593922,0,0,8109,864546,635104700,-7436564,627668136,528827,278215,0,0,0,0,0,0,0,0,0,0,28134,22694846,0,0,44428,0,1010924,0,0,0,0,0,NA,NA,24585374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Idaho,12,0,1996,84618,31049,0.3669313857571675,28152000000,1203083,23399.88180366608,68.78,140000,0.11814345991561181,3,394095105,NA,0,0,397,0,5416195,0,0,9502665,-5932655,-602161,0,2596550,618597,15553295,0,8435200,428939,1972411,41517608,24598507,15973248,6303606,0,248027,0,0,0,1090358,5865579,0,0,90283260,20973293,8861701,15498048,13905906,34025806,NA,NA,40854415,0,1881024,1023794,5023695,365917308,-7671276,358246032,888138,5980238,205919,0,0,2,0,1322924,0,0,613642,856523,36528,23574699,0,1004468,48287,275500,1042205,0,0,0,0,0,NA,NA,35849073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Illinois,13,0,1996,1399372,179863,0.12853122686462212,377271000000,12101997,31174.276443796836,50,1429000,0.1209991532599492,3,6376531028,NA,0,0,13710,0,27171399,72672818,2443891,33597259,-85146120,0,0,58999186,15813634,179236502,0,2673288,23407020,179329707,2064946352,283539293,307579125,15189334,0,0,0,0,267899768,14624238,76399915,67849036,29380252,1152517250,343778513,23831991,185719591,0,284736336,NA,NA,450765985,0,13426512,10690053,18620304,6121706142,-89128868,6032577274,15722658,6916506,0,0,0,412538,217,0,0,0,429746,-135001,2118182,270864585,0,4653084,3452825,1916428,37601986,0,0,0,0,0,NA,NA,343953754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
