statename,statecode,territory,year,mdcdenroll,hmoenroll,percenthmo,gdp,respop,gdpcapita,fmap,numpoor,povrate,payshare,totmdcd,totschip,m_pov120134,m_pov135175,m_abortions,m_allcareeld,m_clinicserv,m_coinsurance,m_community,m_dental,m_drugrebnatl,m_drugrebstate,m_emergency,m_epsdt,m_fedhealthcenter,m_homecommun,m_homecommuneld,m_homehealthserv,m_hospice,m_inpatientdsh,m_inpatientreg,m_interprivate,m_interpublic,m_labrad,m_mdcdcoin,m_mdcdgroup,m_mdcdmco,m_mdcdphp,m_mdcdother,m_mdcrparta,m_mdcrpartb,m_mentaldsh,m_mentalreg,m_nursfacserv,m_otherserv,m_otherprac,m_outpatienthosp,m_personalserv,m_physserv,m_prepaidamb,m_prepaidinp,m_rx,m_primcasemgmt,m_rural,m_steril,m_targetcasemgmt,mb_balance,mc_collections,mt_totnetexp,a_appmmisin,a_appmmisprive,a_dur,a_enrollbrok,a_extrev,a_famplan,a_immigstat,a_mechsysin,a_mechsyspriv,a_mmisdrug,a_mmisin,a_mmispriv,a_nursetrain,a_otherfnclpart,a_outstndelig,a_peerrevorg,a_preadmscreen,a_resrev,a_skilledprof,a_tanfbase,a_tanfsec75,a_tanfsec90,a_tplaor,a_tplrecov,ab_balance,ac_collections,at_totnetexp,c_abortions,c_casemgmt,c_clinicserv,c_dental,c_drugrebnatl,c_drugrebstate,c_famplan,c_homecommun,c_homehealth,c_hospice,c_inpatientdsh,c_inpatientreg,c_mentaldsh,c_mentalreg,c_labrad,c_mepequip,c_medtrans,c_mdcrpay,c_nurscareservices,c_otherprac,c_otherserv,c_outpatienthosp,c_outpatientmental,c_physsurg,c_premover150csoff,c_premover150grosspd,c_premupto150csoff,c_premupto150grosspd,c_rx,c_screenserv,c_therapyserv,c_visionserv,cb_balance,cc_collections,ct_totnetexp,s_abortions,s_admin,s_casemgmt,s_clinicserv,s_dental,s_famplan,s_homecommun,s_homehealth,s_hospice,s_inpatient,s_mental,s_labrad,s_mepequip,s_medtrans,s_nurscareservices,s_otherprac,s_otherserv,s_outpatienthosp,s_outpatientmental,s_outreach,s_physsurg,s_premover150csoff,s_premover150grosspd,s_premupto150csoff,s_premupto150grosspd,s_rx,s_reserved,s_screenserv,s_therapyserv,s_visionserv,sb_balance,sc_collections,st_totnetexp,t_pov120134,t_pov135175,t_abortions,t_allcareeld,t_clinicserv,t_coinsurance,t_community,t_dental,t_drugrebnatl,t_drugrebstate,t_emergency,t_epsdt,t_fedhealthcenter,t_homecommun,t_homecommuneld,t_homehealthserv,t_hospice,t_inpatientdsh,t_inpatientreg,t_interprivate,t_interpublic,t_labrad,t_mdcdcoin,t_mdcdgroup,t_mdcdmco,t_mdcdphp,t_mdcdother,t_mdcrparta,t_mdcrpartb,t_mentaldsh,t_mentalreg,t_nursfacserv,t_otherserv,t_otherprac,t_outpatienthosp,t_personalserv,t_physserv,t_prepaidamb,t_prepaidinp,t_rx,t_primcasemgmt,t_rural,t_steril,t_targetcasemgmt,tt_totnetexp,_merge
Hawaii,11,0,2003,179522,141399,0.787641626095966,46441000000,1245606,37283.86022546455,60.245,117000,0.0936,3,835821630,10172982,0,0,0,0,5772269,0,0,14847083,-19212047,0,286608,3013860,8449198,75617543,0,734449,547495,0,59119151,7556034,0,4468439,0,0,238660713,4176470,-837656,16976306,16102711,0,0,177179348,17660601,2036239,20834976,0,22038189,NA,NA,97386406,1236614,0,172179,436324,775259502,-9149530,766109972,0,21016410,0,0,0,0,0,0,0,0,67488,5194542,63877,41153468,0,0,0,0,2215873,0,0,0,0,0,69711658,0,69711658,0,634,6281,2003612,0,0,0,0,0,0,0,333806,0,0,16455,22477,9265,0,0,1022,44869,87993,0,100775,0,829054,0,6409938,0,25117,550,846,9892694,0,9892694,0,280288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280288,0,280288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Idaho,12,0,2003,156935,101257,0.645216172300634,38148000000,1367428,27897.629710668494,72.465,138000,0.10176991150442478,3,878566804,15258561,487835,125,0,0,44021928,0,0,16848723,-31430642,0,0,4495057,3292599,88655862,0,6449284,1046133,10263964,111787343,35435848,18830426,8903960,0,1388618,0,0,0,1956898,11425924,0,13505193,125414776,68103786,10334888,37336057,31472503,51683246,NA,NA,132143091,3643217,6976321,683704,10468984,825625651,-15693831,809931820,2760155,10862056,243999,0,0,42860,0,1577413,0,0,4832050,7885426,41836,34758581,0,1890910,56142,181400,3502156,0,0,0,0,0,68634984,0,68634984,0,80319,1494522,2399266,-1431310,0,0,230579,20659,0,0,3146797,0,427050,324638,0,177776,0,5300,608788,413238,1220912,0,3000153,0,0,0,0,2078855,189454,0,0,14386996,0,14386996,0,871565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871565,0,871565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Illinois,13,0,2003,1580944,137682,0.08708847372202937,510296000000,12649778,40340.31269165356,51.475,1592000,0.12618896639188332,3,9948112980,91318960,8090776,12027,560,0,37987224,1723722,0,64835542,-262980783,-29649842,84026281,99241018,37239178,503330419,0,38898566,33794686,256283712,2971561181,367619454,324245030,76926753,0,625669,198513542,0,0,9368593,118546872,60852688,32449958,1431124039,464127885,46750164,566240466,0,375763756,NA,NA,1469190682,0,23901812,10768470,30844532,9452254632,-199157468,9253097164,20655688,11950956,0,0,0,0,0,0,0,0,1833721,5332838,2292492,592495344,0,5820560,1537617,1682393,37945929,0,11225503,2242775,0,0,695015816,0,695015816,0,152381,1239537,3407859,-1903897,-209523,0,380250,38668,12330,0,7096867,0,2113061,880723,580492,531525,0,10651,4399711,354684,4150285,0,4501528,0,0,0,2365163,9002046,2342408,1774115,165961,43386825,0,43386825,0,5073288,206706,1206599,2347616,78718,0,48191,5947,9142379,489015,1188746,420815,319355,3683,1665512,3226988,5201146,0,0,4773436,-1266494,60682,0,811482,10132346,0,1657232,1048399,90348,47932135,0,47932135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Indiana,14,0,2003,707168,502401,0.71044080048871,215434000000,6191719,34793.89164786063,63.48,610000,0.09951060358890701,3,4485972103,84067186,-349338,217131,0,0,-28062989,-1100,0,115298586,-131850261,0,0,8807253,11400931,294465867,0,52910033,20882343,147620794,650356089,281626333,60192451,27167447,0,0,368297342,0,9585,6433207,62586170,95359911,240227548,762160704,249080960,67956829,163965220,21391,144917730,NA,NA,627575345,6777314,6210958,3685520,987223,4316934527,-34498826,4282435701,32837,13874601,0,6949345,0,0,0,6346994,0,0,9732,13017535,287851,157582612,0,-3857070,2974606,2383524,3933660,0,0,175,0,0,203536402,0,203536402,0,11108,1648021,9513132,0,0,0,0,452604,769,0,4498145,0,1037924,633187,672318,322620,0,924334,123475,1496737,3934355,7645352,3666205,0,0,0,15199504,9154055,258021,945020,977376,63114262,0,63114262,0,5545242,5641,601450,3100758,153,0,22995,2235,1293456,11765,184551,192131,58497,0,48899,433403,1493089,682421,0,1374964,-1508285,3326222,0,1047782,2237825,0,197587,275853,324290,20952924,0,20952924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Iowa,15,0,2003,266737,243954,0.914586277869212,102210000000,2942070,34740.845731066904,64.975,260000,0.08916323731138547,3,2219044178,44170443,1251510,0,0,0,2986738,56407821,0,32374071,-62173583,0,0,10991739,10024005,183373549,0,64803715,5815570,26336828,213841605,127248686,91381953,2113246,0,6420729,98498194,84036686,0,4038837,33210282,0,24218999,487480360,80715965,40394836,90803347,0,87910461,NA,NA,331222324,1504804,8045944,3847677,19707200,2168834098,-32447197,2136386901,3143948,13149650,0,0,0,0,-5,0,2502257,0,3815947,0,1251105,52586795,445293,2954302,112244,0,2648772,0,0,0,12158,34811,82657277,0,82657277,0,3699,308032,1732553,-412588,0,0,1922,16258,0,0,1384836,0,162608,30466,86672,0,0,23918,167768,1941089,1179070,0,1628909,0,0,0,4835222,2757157,291708,104153,205465,16448917,-147440,16301477,0,2676844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510645,0,-761926,25443403,0,0,0,0,0,0,0,27868966,0,27868966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Kansas,16,0,2003,246186,141119,0.5732210604989724,93560000000,2727042,34308.235810082864,61.65,288000,0.10762331838565023,3,1854983009,51147118,651270,2243,-830,1268949,2030960,267238,0,19811258,-59849370,0,0,7532297,1147900,331887761,0,12842998,11952008,23577258,177589309,19262770,44772757,3580417,0,879254,110027499,0,0,2540255,30716005,18549194,11687980,351051074,301486106,4184740,23534709,16642557,66846996,NA,NA,228920787,2958843,8072839,1364430,4744763,1782535224,-17998616,1764536608,0,12968307,0,0,0,0,0,0,0,0,2115459,11638695,364463,57836203,0,1933902,1369429,0,2217890,0,0,2053,0,0,90446401,0,90446401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4993741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28416,0,-1328235,16174838,0,31278358,0,0,0,0,0,51147118,0,51147118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Kentucky,17,0,2003,663002,611878,0.9228901270282744,124892000000,4114488.9999999995,30354.194652118407,71.39,589000,0.14365853658536584,3,3803758133,87718190,268888,5197,3797,0,91413291,0,0,47527933,-124919867,0,0,37022027,15365,186251225,0,103952247,14303209,136322555,428874066,20880000,92384181,10269748,0,2127,395174495,0,41783364,10714389,89683212,32142175,51611006,619759104,191043126,21605055,263042285,0,265157040,NA,NA,685229661,36510158,27321657,5924961,37551243,3818828920,-121598212,3697230708,976476,23523957,0,0,342040,0,0,147952,5800884,0,522105,2755869,686091,57519426,15739,10709607,884364,297941,2276970,0,0,0,14170,53834,106527425,0,106527425,0,611134,3998426,4343425,-1638703,0,0,11554,368195,39,0,2826404,0,2473619,182777,0,0,0,0,1383555,7221387,6360371,0,6137146,0,0,0,13406002,9072898,40,0,0,56758269,-423413,56334856,0,910117,367766,1855280,2366654,0,2328,253983,0,1715600,670077,93118,0,0,0,412499,2860009,3800338,0,400909,3756614,0,5907170,0,0,5942886,0,40,0,303528,31618916,-235582,31383334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Louisiana,18,0,2003,861846,505434,0.5864551207524314,146726000000,4480925,32744.578407360088,72.755,750000,0.16960651289009498,3,4584965601,98071987,4625632,0,0,0,86419057,0,0,32163242,-154749304,-11154870,0,23353082,8540076,195578617,0,28052557,13600874,728849521,879608591,182524282,186970449,57783741,0,265243,0,0,0,14920974,86784308,95212813,8485119,594880647,126802492,0,242403570,0,268093644,NA,NA,827713132,14684088,16578217,1392094,12626619,4573008507,-149834496,4423174011,176784,22622968,0,0,0,0,1206,0,0,0,273048,27392963,472715,104184543,0,0,221033,13332,6432998,0,0,0,0,0,161791590,0,161791590,0,162437,1602244,7416729,-3709149,-2831363,0,0,492245,0,0,12918207,0,954897,2567443,0,610270,0,228,0,3819591,15261832,0,19675402,0,0,0,0,28866854,3428079,1404876,0,92640822,0,92640822,0,5431165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5431165,0,5431165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Maine,19,0,2003,249738,148151,0.5932257005341598,40152000000,1307151,30717.185696220255,67.875,149000,0.1164972634870993,3,1856231823,27600336,0,0,44027,0,100001952,23716520,0,16262875,-68331107,0,0,0,13995269,213315750,0,6261789,233903,366048,160672554,52592993,7978427,5701661,0,0,0,0,0,121736,46619897,42488372,39344715,237859692,360086006,6770080,78014591,32276121,58837622,NA,NA,268547563,0,9228308,0,92868513,1805875877,-29058568,1776817309,7515531,7631683,0,0,0,0,0,0,0,0,5173402,2275320,442812,55862147,0,0,12800,0,970964,0,0,0,7744,18563,79910966,-496452,79414514,0,1636312,2761493,1017905,0,0,0,49180,42623,0,0,1649357,0,0,69567,84811,245482,6639,0,104579,4046129,1395992,0,987565,0,0,0,0,2353755,0,176121,143875,16771385,0,16771385,0,2691857,777578,1025339,571891,0,0,7078,0,670101,0,41154,64141,88523,0,401005,2049049,753119,0,104,627723,-455075,0,0,0,1358163,0,0,92989,64212,10828951,0,10828951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Maryland,20,0,2003,681096,466688,0.6852014987608208,213306000000,5506684,38735.83448768805,51.475,472000,0.08605287146763901,3,4637959276,211832040,1506364,-2469,0,0,173620439,0,-1,197549,-77934401,0,158935,79778,26545737,491792680,0,103005315,9604652,22959669,528526741,0,64052099,8125266,0,10749,1217238996,2200,0,34797214,47202714,36015276,157845523,801725424,181687055,7202021,113046360,30086671,25248133,NA,NA,429589193,0,0,947300,406749,4435289931,-92235318,4343054613,18485207,339755,0,2484669,0,0,-17385,0,0,0,0,0,1752088,258207962,0,5133380,423135,0,7629753,0,0,398986,15853,51260,294904663,0,294904663,0,4800,299330,18961,-171956,0,0,9843978,320478,0,0,3086993,0,4200789,157662,549621,712586,0,0,39180,1784309,2624265,24241061,500544,0,47683281,0,81446960,8442033,7469,9686850,0,195479194,-4667316,190811878,0,4325321,0,577749,100,0,294935,56673,0,46872,46821,413,0,0,0,75378,594700,209492,91996,8486765,1221,-315380,6583981,0,0,398572,0,0,0,0,21475609,-455447,21020162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Massachusetts,21,0,2003,915114,572835,0.6259711904746293,293840000000,6439592,45630.22005120821,51.475,652000,0.10256410256410256,3,8046527533,110900388,2113033,6937,0,14406410,197836185,0,0,67537973,-208146240,0,-14221,6118013,0,618545393,0,66815351,25060579,319319138,791709004,0,220284868,30043647,-77146179,56132946,1414887407,690760996,-55724126,-8133926,64493018,90951076,61527070,1511869307,252681116,9446393,419357024,333586341,210063917,NA,NA,946210618,5697641,0,5444519,328025856,8411767084,-730884925,7680882159,12606752,35940027,0,0,0,887846,0,57544,177662,0,9438103,18633610,0,275883951,0,4799713,0,612465,6472280,0,0,0,38135,97286,365645374,0,365645374,0,6008950,1454752,7199244,-1284556,0,0,950224,293819,11557,0,7645632,0,1575026,330271,520261,432480,0,71062,21002,9690808,7226751,48213,5737457,0,0,0,38584079,5776515,289812,0,284971,92868330,-6551467,86316863,0,1597610,11642,428039,2101139,71785,0,42912,0,1130206,196686,85821,77997,66102,16855,10739,2448662,2285763,3689,0,1943737,0,12562619,0,-589,1632637,0,16700,0,86640,26817391,-2233866,24583525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Michigan,23,0,2003,1322261,1314810,0.9943649551790456,359030000000,10068311,35659.407024673754,57.365,1125000,0.11371676943293238,3,8466400010,88422091,4570380,172584,0,0,204867808,735821868,0,82003343,-173730893,-6043649,0,0,40473714,421098376,0,20970785,32950279,305141825,817016477,0,24279772,4107732,0,0,2592203865,0,-5439298,58695915,107680098,128129556,19624181,999090959,77489988,3577345,376096056,208195039,152431093,NA,NA,758266989,0,14458603,20160,25310872,8029531822,-61703232,7967828590,33338434,19052454,0,7727303,633633,159393,0,1789303,3657522,0,8409124,94988,3003027,390003307,0,2146004,8919324,0,18256508,600438,0,826720,5074,-51136,498571420,0,498571420,0,0,2675754,1834803,0,0,0,0,72223,0,0,2219806,0,0,53169,102944,82835,0,0,20332,0,993421,0,1439314,0,0,0,15948741,491310,0,6504,51044,25992200,0,25992200,0,2812567,0,618100,34,0,0,0,0,7215046,0,232425,10369,12441,0,0,0,1112181,0,0,2933536,-1252248,48557295,0,0,178145,0,0,0,0,62429891,0,62429891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Minnesota,24,0,2003,552779,362349,0.6555042792870207,208179000000,5059023,41150.04023504143,51.475,376000,0.07408866995073891,3,5120545335,98837468,1520167,19261,8358,5459,9719882,0,0,22853201,-76178346,0,0,3709791,15754217,1026649864,0,66954808,14737948,56195387,250254706,180299433,14916134,2365129,0,0,0,0,928996071,22602452,53529861,2079835,50987484,930440562,356854808,74002401,71542518,163823808,122217358,NA,NA,363365473,0,2856972,989413,187149932,4921224347,-79776247,4841448100,20876355,0,0,0,0,0,128029,8139549,0,0,9659095,0,0,236555787,0,0,0,71405,3667015,0,0,0,0,0,279097235,0,279097235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3717653,0,23822,160646,0,0,8105,0,222147,9427,6326,0,0,7172,43044,25962,172795,0,1042058,246997,0,92899750,0,0,251564,0,0,0,0,98837468,0,98837468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Mississippi,25,0,2003,720304,0,0,72259000000,2874171,25140.814516603223,78.095,456000,0.15994387934058224,3,2947985041,106068141,0,116601,0,0,65685149,13319,0,6758135,-114233479,0,0,55285600,23334091,86934333,0,14422966,13535957,163634189,526851953,37047292,146952821,9082390,0,0,-7634,0,0,20651145,71794510,0,31723758,503630708,115028160,4998331,238499409,0,236193935,NA,NA,568007104,0,26219417,4271085,36914468,2893345713,-40259408,2853086305,640328,9160933,0,0,0,0,0,160082,4279183,0,0,30166222,1082340,36690087,0,7142356,103272,0,2913241,883177,0,1677515,0,0,94898736,0,94898736,0,0,2258,0,0,0,0,0,0,0,0,9604,0,0,500,0,0,0,0,0,334,2147,0,1718,0,0,0,0,34,0,0,0,16595,0,16595,0,2265921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260171,0,0,82643,0,0,34691558,0,68751253,0,0,0,0,0,106051546,0,106051546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Missouri,26,0,2003,950694,425161,0.4472111951900401,195547000000,5712355,34232.291235401164,62.705,602000,0.10738494470210488,3,5795340584,98229276,1331739,19171,0,5140527,88118253,78908573,0,26489714,-178620625,0,0,108598930,24040648,507970295,0,6017847,26641189,346615296,1032251665,102439223,144585937,11770825,181858,2887121,529850134,180324,289250,2789396,68468709,178553296,18659690,733310219,125850094,8114111,267031132,208776343,106756715,NA,NA,941522305,15900,35281883,0,30412752,5591250439,-49645734,5541604705,2353346,23743259,0,625457,0,0,0,0,0,0,1918583,6263979,322170,213090721,0,256627,461277,0,4700460,0,0,0,0,0,253735879,0,253735879,0,670188,3702824,1805186,-2742978,0,0,992635,15576,0,287702,6912152,0,2585682,237607,719346,144227,0,96313,463311,560393,8286597,0,1748970,-1047967,25275736,0,21929743,12815391,9910747,32694,0,95402075,-13450,95388625,0,2840651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2840651,0,2840651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Montana,27,0,2003,80378,55372,0.6888949712607928,25526000000,917193,27830.565649759646,74.435,139000,0.15191256830601094,3,541670594,14854662,0,0,0,0,1124474,0,0,5807668,-17172113,0,0,1720782,2680293,55152907,12480648,481876,922239,213316,44305297,-171080,11651333,669173,0,0,-2759926,0,11276207,1553809,9842496,0,0,143950197,33142425,9774842,35514349,24139353,41639747,NA,NA,79771831,-222695,3008877,638139,7298671,518435135,-6960423,511474712,3017396,5129522,0,128669,0,0,0,0,0,0,0,-224751,0,19296954,0,378961,895377,0,0,78640,0,1481819,3318,9977,30195882,0,30195882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006151,0,0,1253941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12555540,0,0,0,0,39030,14854662,0,14854662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Nebraska,28,0,2003,197378,142377,0.721341790878416,64628000000,1737017,37206.314042982885,61.01,168000,0.09739130434782609,3,1396797705,34917553,0,0,0,0,55010985,37342244,0,27896865,-42766762,0,0,6950658,2817732,151244355,0,19840265,5117242,-376341,139993634,16930192,32240783,12570483,0,0,62040862,0,401270,2091,16407524,0,41271259,345932257,48446556,14225794,53060483,10211427,71170663,NA,NA,210199726,1611064,2268383,1377261,12297457,1355736412,-30602927,1325133485,5945878,0,0,0,0,0,204,9592496,0,0,8839047,0,1172166,40688571,0,340027,170369,0,3602909,2507277,1312553,-2507277,0,0,71664220,0,71664220,0,1281047,3270842,3482238,0,0,0,1750,69524,0,0,5297900,0,1360720,597347,357319,0,0,15703,1220324,1903227,3222935,0,4463120,0,0,0,0,6796323,705453,0,0,34045772,0,34045772,0,871781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871781,0,871781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Nevada,29,0,2003,164033,74923,0.45675565282595576,87828000000,2241127,39189.21149939294,53.865,244000,0.10883140053523639,3,1083595148,33446385,843492,25437,0,0,6577715,0,0,13421811,-21078909,0,0,3851445,779444,41017555,0,6132015,5211638,71683528,230073489,10664158,13343186,2120997,0,54110,135372085,0,6531051,5852654,16329187,0,23039257,111198439,74804096,6722628,42501440,22915522,71334312,NA,NA,106821075,-22910,965514,934538,9460273,1019480272,-3683817,1015796455,6078094,7331015,14763,0,263613,0,0,110023,0,0,6342554,2676285,135506,37239774,204811,4558846,16367,438450,2388592,0,0,0,0,0,67798693,0,67798693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1726315,42204,311301,2067170,0,0,7465,0,1778291,590461,15314,91303,43594,0,81421,4225,1278895,39588,84945,1049684,-357724,8040590,-675448,15263236,799989,0,998933,43610,121023,33446385,0,33446385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
New Hampshire,30,0,2003,91261,13407,0.14690831790140366,48198000000,1285918,37481.39461458662,51.475,73000,0.05779889152810768,3,979296797,6470877,0,0,0,0,105424049,0,0,4994286,-27628562,0,0,1957059,0,148849083,0,6470016,0,169456288,39907718,0,1865866,1293981,0,0,18025711,0,0,107024,6725737,34688351,2934531,138368754,53867684,9650394,48408050,4266144,24411683,NA,NA,112948647,0,7189897,1176807,8622157,923981355,-7559317,916422038,2357101,8357477,0,0,0,0,0,0,0,0,1329227,9768555,198807,38154212,306714,228636,70533,0,2103497,0,0,0,0,0,62874759,0,62874759,0,0,8530,0,-2219,0,0,0,7162,0,0,117773,0,0,510,0,0,0,0,35718,23050,96331,0,53286,0,14331,0,0,13510,32101,0,0,400083,0,400083,0,367218,0,0,0,0,0,0,0,0,0,0,0,0,0,74205,0,0,0,0,0,0,5629371,0,0,0,0,0,0,0,6070794,0,6070794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
